,CD4 T_names,CD4 T_scores,CD4 T_pvals,CD4 T_pvals_adj,CD4 T_logfoldchanges,CD14 Monocytes_names,CD14 Monocytes_scores,CD14 Monocytes_pvals,CD14 Monocytes_pvals_adj,CD14 Monocytes_logfoldchanges,B_names,B_scores,B_pvals,B_pvals_adj,B_logfoldchanges,CD8 T_names,CD8 T_scores,CD8 T_pvals,CD8 T_pvals_adj,CD8 T_logfoldchanges,NK_names,NK_scores,NK_pvals,NK_pvals_adj,NK_logfoldchanges,FCGR3A Monocytes_names,FCGR3A Monocytes_scores,FCGR3A Monocytes_pvals,FCGR3A Monocytes_pvals_adj,FCGR3A Monocytes_logfoldchanges,Dendritic_names,Dendritic_scores,Dendritic_pvals,Dendritic_pvals_adj,Dendritic_logfoldchanges,Megakaryocytes_names,Megakaryocytes_scores,Megakaryocytes_pvals,Megakaryocytes_pvals_adj,Megakaryocytes_logfoldchanges
5428,RUNX1,0.028307037,0.9774172679607904,0.9999741090652634,0.11862782,SBNO2,-0.00898496,0.9928311356389153,1.0,-1.0368376,NCAPH,-0.038972557,0.9689122699035824,0.9999330512443403,-22.421242,PRICKLE4,0.03295487,0.9737105761926268,0.9997837817405957,0.2830883,PRSS36,0.07373777,0.9412190448596235,0.9995853741482472,0.80303407,PAPOLG,0.18502836,0.8532067914637614,1.0,0.15716046,HOMER2,0.26262876,0.7928367289956207,0.999135589150443,2.8293407,DNAL1,-0.03559092,0.971608548576601,0.9978872631048302,-24.626743
5429,ZNF700,0.028255522,0.9774583538886782,0.9999741090652634,-0.23114693,TMEM184C,-0.009117579,0.9927253250535549,1.0,-0.38769934,AC010894.5,-0.038972557,0.9689122699035824,0.9999330512443403,-22.237595,PFAS,0.032874,0.973775066850783,0.9997837817405957,-0.10187513,GATSL3,0.07363004,0.9413047639677722,0.9995853741482472,0.89631915,KPNA3,0.18492031,0.8532915372236549,1.0,-0.69887966,KIAA0753,0.26240844,0.7930065694603836,0.999135589150443,3.0243351,KCTD21,-0.03559092,0.971608548576601,0.9978872631048302,-24.357862
5430,OSBP,0.028255522,0.9774583538886782,0.9999741090652634,0.0032310574,MECR,-0.0092501985,0.9926195145961371,1.0,-0.33864972,NEB,-0.038972557,0.9689122699035824,0.9999330512443403,-22.263445,EIF4G3,0.032874,0.973775066850783,0.9997837817405957,0.4817528,ZNF345,0.07357618,0.9413476237768743,0.9995853741482472,1.3747196,C11orf73,0.18470423,0.8534610338221613,1.0,-0.379523,TMEM163,0.26240844,0.7930065694603836,0.999135589150443,2.207834,CHM,-0.03559092,0.971608548576601,0.9978872631048302,-24.291122
5431,TRIM32,0.028204009,0.9774994398763691,0.9999741090652634,-0.02482519,DNAJC25,-0.009382818,0.9925137042685227,1.0,-0.39207464,GEM,-0.038972557,0.9689122699035824,0.9999330512443403,-21.961689,RP11-872J21.3,0.032874,0.973775066850783,0.9997837817405957,-0.13793962,METTL22,0.07352232,0.9413904837558301,0.9995853741482472,0.83710235,USO1,0.18470423,0.8534610338221613,1.0,-0.4269006,C11orf63,0.26240844,0.7930065694603836,0.999135589150443,2.1233575,ZNF473,-0.03559092,0.971608548576601,0.9978872631048302,-24.864681
5432,TMEM79,0.028204009,0.9774994398763691,0.9999741090652634,0.12731817,RPF2,-0.0095817465,0.9923549890245531,1.0,-0.008632783,STX16-NPEPL1,-0.038972557,0.9689122699035824,0.9999330512443403,-22.327099,PLA2G15,0.03271226,0.9739040486810292,0.9997837817405957,0.6577907,BSDC1,0.07352232,0.9413904837558301,0.9995853741482472,1.2105981,FAM91A1,0.18448813,0.8536305371859232,1.0,0.03973929,USP31,0.26240844,0.7930065694603836,0.999135589150443,2.8966854,FUT4,-0.03559092,0.971608548576601,0.9978872631048302,-24.622381
5433,ZIK1,0.02810098,0.9775816120307245,0.9999741090652634,-0.17864968,TYW5,-0.009714366,0.9922491790295884,1.0,-0.7872674,SPR,-0.038972557,0.9689122699035824,0.9999330512443403,-22.09452,GP1BA,0.032631386,0.9739685398522767,0.9997837817405957,-1.0393683,CBY1,0.073468454,0.9414333439045159,0.9995853741482472,1.0991223,GSR,0.18448813,0.8536305371859232,1.0,-0.6202592,RP11-1000B6.3,0.26240844,0.7930065694603836,0.999135589150443,2.3876326,RBM26-AS1,-0.03559092,0.971608548576601,0.9978872631048302,-25.980192
5434,MLXIP,0.02810098,0.9775816120307245,0.9999741090652634,-0.032693576,MAP1LC3A,-0.009846985,0.99214336917094,1.0,-0.17382883,RTEL1-TNFRSF6B,-0.038972557,0.9689122699035824,0.9999330512443403,-22.169926,RBM26-AS1,0.032631386,0.9739685398522767,0.9997837817405957,-1.507731,DHX35,0.073468454,0.9414333439045159,0.9995853741482472,1.1650434,C17orf49,0.18427204,0.8538000473072949,1.0,-0.6504662,ZNF470,0.26240844,0.7930065694603836,0.999135589150443,3.1264455,CCNYL1,-0.03559092,0.971608548576601,0.9978872631048302,-24.506973
5435,EXOC8,0.028049467,0.977622698197171,0.9999741090652634,-0.0028236741,GATAD2B,-0.00994645,0.9920640118675306,1.0,-0.021119257,RP11-429E11.3,-0.038972557,0.9689122699035824,0.9999330512443403,-22.235882,RP11-265N6.1,0.032631386,0.9739685398522767,0.9997837817405957,-0.35657588,PLEKHM1,0.07336073,0.9415190647105827,0.9995853741482472,0.5911611,CYP4V2,0.18427204,0.8538000473072949,1.0,-0.35957852,PLTP,0.26240844,0.7930065694603836,0.999135589150443,3.0128632,ERP27,-0.03559092,0.971608548576601,0.9978872631048302,-24.526789
5436,RMDN3,0.027972195,0.9776843275581203,0.9999741090652634,-0.70454645,TTI2,-0.010443772,0.9916672265438284,1.0,-0.5040674,CTB-178M22.2,-0.038972557,0.9689122699035824,0.9999330512443403,-21.542208,CDK2,0.032550517,0.974033031193712,0.9997837817405957,0.15515032,RASGRP2,0.073253006,0.9416047861940853,0.9995853741482472,-0.29080305,SLMAP,0.18416399,0.8538848048996951,1.0,-0.5518013,FIZ1,0.26240844,0.7930065694603836,0.999135589150443,2.821906,TBKBP1,-0.03559092,0.971608548576601,0.9978872631048302,-24.557468
5437,NLE1,0.027714625,0.9778897597212823,0.9999741090652634,-0.2391778,E2F4,-0.010443772,0.9916672265438284,1.0,-0.03911245,C5orf54,-0.038972557,0.9689122699035824,0.9999330512443403,-21.81961,ZNF329,0.032550517,0.974033031193712,0.9997837817405957,-0.2018737,FASTKD1,0.073253006,0.9416047861940853,0.9995853741482472,0.76743454,SLC39A6,0.18383986,0.8541390877922823,1.0,-0.4897565,CTB-55O6.4,0.2621881,0.7931764197448313,0.999135589150443,2.031735,AHCYL2,-0.03559092,0.971608548576601,0.9978872631048302,-24.595747
5438,WDR76,0.027637353,0.9779513896568139,0.9999741090652634,0.19131197,SENP6,-0.01097425,0.9912439911391497,1.0,-0.020471686,RP11-361D15.2,-0.038972557,0.9689122699035824,0.9999330512443403,-21.990082,GOLT1B,0.032469645,0.9740975227049137,0.9997837817405957,0.76583874,DOLPP1,0.073145285,0.9416905083540343,0.9995853741482472,1.0587931,C7orf55-LUC7L2,0.18356974,0.8543510017790783,1.0,-0.48149735,AC093157.1,0.2621881,0.7931764197448313,0.999135589150443,1.9590353,MICALL1,-0.03559092,0.971608548576601,0.9978872631048302,-24.672403
5439,RNF14,0.027379783,0.9781568237237425,0.9999741090652634,-1.1385002,RC3H1,-0.011106869,0.9911381826683121,1.0,-0.2195574,FBXL22,-0.038972557,0.9689122699035824,0.9999330512443403,-22.898197,RP3-467N11.1,0.032469645,0.9740975227049137,0.9997837817405957,-0.26386288,GORAB,0.07303756,0.9417762311894403,0.9995853741482472,0.90963465,NCAPH2,0.18340768,0.8544781552159423,1.0,-0.6404238,AC006116.20,0.2621881,0.7931764197448313,0.999135589150443,2.0469992,ARHGAP11B,-0.03559092,0.971608548576601,0.9978872631048302,-24.694075
5440,EIF4ENIF1,0.027328268,0.9781979107114168,0.9999741090652634,-0.14901046,GIGYF2,-0.011239489,0.9910323743533287,1.0,-0.19969408,GAS2,-0.038972557,0.9689122699035824,0.9999330512443403,-22.55563,SLC25A43,0.032469645,0.9740975227049137,0.9997837817405957,0.6281959,C9orf156,0.07292983,0.9418619546993139,0.9995853741482472,0.48638046,FAM212B,0.18335365,0.8545205405349775,1.0,1.5456669,ZMYND10,0.2621881,0.7931764197448313,0.999135589150443,2.055979,TMEM182,-0.03559092,0.971608548576601,0.9978872631048302,-24.551905
5441,PHYH,0.027276754,0.9782389977569333,0.9999741090652634,-0.048989467,PHYH,-0.011670502,0.9906884984284892,1.0,-0.27782345,TGM2,-0.038972557,0.9689122699035824,0.9999330512443403,-22.31436,RNF8,0.03242921,0.9741297685240453,0.9997837817405957,0.061021212,SLC29A3,0.07292983,0.9418619546993139,0.9995853741482472,1.0342828,ADCK1,0.18335365,0.8545205405349775,1.0,1.7432185,SNTA1,0.2621881,0.7931764197448313,0.999135589150443,1.3086625,AFMID,-0.03559092,0.971608548576601,0.9978872631048302,-24.402048
5442,CDS2,0.027276754,0.9782389977569333,0.9999741090652634,-0.1931429,SDF2,-0.012200979,0.9902652689022913,1.0,0.040416237,MRPL30,-0.038972557,0.9689122699035824,0.9999330512443403,-22.805433,C4orf46,0.032307904,0.9742265062349311,0.9997837817405957,0.27889618,ATRIP,0.07282211,0.9419476788826653,0.9995853741482472,0.7593581,SLC16A5,0.18335365,0.8545205405349775,1.0,3.5788877,REM2,0.2621881,0.7931764197448313,0.999135589150443,2.191831,ATP10A,-0.03559092,0.971608548576601,0.9978872631048302,-25.026184
5443,VPS35,0.026967669,0.9784855212386129,0.9999741090652634,0.0040597618,PSMD13,-0.012433062,0.9900801068389331,1.0,0.13097143,KIAA1211L,-0.038972557,0.9689122699035824,0.9999330512443403,-22.931444,DTD2,0.032307904,0.9742265062349311,0.9997837817405957,0.22843328,ZNF141,0.07282211,0.9419476788826653,0.9995853741482472,0.8102588,SLC7A1,0.18335365,0.8545205405349775,1.0,2.00747,COL9A3,0.2621881,0.7931764197448313,0.999135589150443,2.136936,TAF5,-0.03559092,0.971608548576601,0.9978872631048302,-24.89751
5444,RYK,0.026916154,0.9785266086859727,0.9999741090652634,0.17684644,FH,-0.012698301,0.9898684937070482,1.0,0.64409953,RP3-477O4.16,-0.038972557,0.9689122699035824,0.9999330512443403,-22.38046,TMEM116,0.032227032,0.9742909982529041,0.9997837817405957,0.23832206,ZNF567,0.07260666,0.9421191292658441,0.9995853741482472,0.3669644,EDARADD,0.18335365,0.8545205405349775,1.0,1.8169714,RP11-960L18.1,0.2621881,0.7931764197448313,0.999135589150443,1.7916515,RP11-16E12.2,-0.03559092,0.971608548576601,0.9978872631048302,-24.49612
5445,TBRG1,0.026813127,0.9786087837514947,0.9999741090652634,-0.08520696,MTIF2,-0.013295088,0.9893923667888981,1.0,-1.3299009,ADD2,-0.038972557,0.9689122699035824,0.9999330512443403,-22.422176,ITGB3BP,0.032146163,0.9743554904389582,0.9997837817405957,0.3573845,SIRT1,0.07260666,0.9421191292658441,0.9995853741482472,-0.3053278,LIN9,0.1832456,0.8546053124324515,1.0,1.4895203,RGAG4,0.2621881,0.7931764197448313,0.999135589150443,2.5003808,PDPR,-0.03559092,0.971608548576601,0.9978872631048302,-24.68868
5446,CDK17,0.026787369,0.9786293275533796,0.9999741090652634,-0.15884693,UBR7,-0.013692946,0.9890749509317412,1.0,0.58817565,SLC12A5,-0.038972557,0.9689122699035824,0.9999330512443403,-21.91678,C9orf41,0.032146163,0.9743554904389582,0.9997837817405957,0.28139827,MAGED1,0.07255279,0.9421619922810164,0.9995853741482472,0.5767148,NDST1,0.1832456,0.8546053124324515,1.0,1.7316078,KIAA1467,0.2621881,0.7931764197448313,0.999135589150443,2.4186604,PRC1,-0.03559092,0.971608548576601,0.9978872631048302,-24.658459
5447,OPA3,0.026555555,0.9788142224065614,0.9999741090652634,-0.046209365,FAM210B,-0.014256579,0.9886252814394821,1.0,-1.5908402,MYO5C,-0.038972557,0.9689122699035824,0.9999330512443403,-22.306425,GYLTL1B,0.032146163,0.9743554904389582,0.9997837817405957,0.27711123,MANEA,0.07249893,0.9422048554636924,0.9995853741482472,0.8660836,FAM111A,0.18319158,0.8546476990106512,1.0,-0.5187925,ZNF554,0.2621881,0.7931764197448313,0.999135589150443,2.3539119,RP11-629O1.2,-0.03559092,0.971608548576601,0.9978872631048302,-24.732027
5448,EIF4E,0.026504042,0.9788553103066335,0.9999741090652634,0.2051902,TP53BP2,-0.0144555075,0.988466575415195,1.0,-0.19397093,DYX1C1,-0.038972557,0.9689122699035824,0.9999330512443403,-22.5111,RP11-295P9.3,0.03190355,0.9745489680013936,0.9997837817405957,0.079643734,ZNF671,0.072391205,0.9422905823310603,0.9995853741482472,0.65560144,POMGNT2,0.18302952,0.8547748612616665,1.0,1.2957245,AVIL,0.2621881,0.7931764197448313,0.999135589150443,2.6964195,C19orf40,-0.03559092,0.971608548576601,0.9978872631048302,-24.46564
5449,ZNF85,0.026478285,0.9788758542777135,0.9999741090652634,-0.072291724,FBXO41,-0.014687591,0.9882814189641114,1.0,0.051143512,WDR11-AS1,-0.038972557,0.9689122699035824,0.9999330512443403,-22.7824,HEXIM2,0.03190355,0.9745489680013936,0.9997837817405957,0.026312757,PER3,0.072175756,0.9424620380703972,0.9995853741482472,0.675555,FKBP1C,0.18292147,0.8548596381914945,1.0,1.3292032,RP11-69E11.4,0.2621881,0.7931764197448313,0.999135589150443,2.7681372,ORC6,-0.03559092,0.971608548576601,0.9978872631048302,-24.529478
5450,CRTC2,0.026272228,0.9790402065496072,0.9999741090652634,1.1728626,FAHD1,-0.01495283,0.9880698123648644,1.0,-0.16383158,ZNF208,-0.038972557,0.9689122699035824,0.9999330512443403,-22.642582,SOCS4,0.031822678,0.9746134608555586,0.9997837817405957,-0.08104716,METTL3,0.072175756,0.9424620380703972,0.9995853741482472,-0.0494447,DGAT2,0.18281342,0.854944416796861,1.0,1.2553911,U91328.19,0.2621881,0.7931764197448313,0.999135589150443,2.6251469,NMNAT3,-0.03559092,0.971608548576601,0.9978872631048302,-25.506124
5451,NOMO1,0.02624647,0.9790607506462965,0.9999741090652634,0.1152792,CRIPAK,-0.014985985,0.9880433615986626,1.0,0.9146957,ASPM,-0.038972557,0.9689122699035824,0.9999330512443403,-21.834705,CTC-338M12.4,0.031822678,0.9746134608555586,0.9997837817405957,0.19714497,NXPE3,0.072175756,0.9424620380703972,0.9995853741482472,0.10220392,KIAA1524,0.18281342,0.854944416796861,1.0,1.0613607,LPHN1,0.2621881,0.7931764197448313,0.999135589150443,2.3429255,ZNF337-AS1,-0.03559092,0.971608548576601,0.9978872631048302,-24.593945
5452,TSHZ1,0.02624647,0.9790607506462965,0.9999741090652634,-0.08875981,USB1,-0.015019139,0.9880169108456032,1.0,-0.056332085,RP1-265C24.8,-0.038972557,0.9689122699035824,0.9999330512443403,-22.184172,EP300,0.031660937,0.97474244706139,0.9997837817405957,0.51503223,PNPLA4,0.07196031,0.9426334964759375,0.9995853741482472,0.54791975,MLH1,0.1827594,0.8549868067275721,1.0,-0.44271183,ZNF829,0.2621881,0.7931764197448313,0.999135589150443,1.9345667,PMEPA1,-0.03559092,0.971608548576601,0.9978872631048302,-24.94111
5453,TMEM209,0.026117684,0.9791634713377974,0.9999741090652634,-0.28129557,XYLT1,-0.015019139,0.9880169108456032,1.0,-0.07101402,TMEM63C,-0.038972557,0.9689122699035824,0.9999330512443403,-21.813822,PLXDC1,0.031660937,0.97474244706139,0.9997837817405957,-0.012277481,POLH,0.07196031,0.9426334964759375,0.9995853741482472,0.4295994,ZNF768,0.18259732,0.8551139790303823,1.0,1.1070503,TTTY14,0.2621881,0.7931764197448313,0.999135589150443,2.3189015,ITSN1,-0.03559092,0.971608548576601,0.9978872631048302,-24.500422
5454,RHOT2,0.026117684,0.9791634713377974,0.9999741090652634,0.21960635,DAG1,-0.0151186045,0.9879375586655691,1.0,-0.012623316,TRIM31,-0.038972557,0.9689122699035824,0.9999330512443403,-22.52221,H1FX,0.03153963,0.9748391871494184,0.9997837817405957,0.017178426,DISC1,0.07196031,0.9426334964759375,0.9995853741482472,0.47628763,SLC12A4,0.18259732,0.8551139790303823,1.0,1.078683,HESX1,0.2621881,0.7931764197448313,0.999135589150443,2.7833009,PPP1R12B,-0.03559092,0.971608548576601,0.9978872631048302,-24.355375
5455,SPATA2L,0.025602544,0.9795743575418708,0.9999741090652634,-0.068795584,ZNF320,-0.015251224,0.9878317559446123,1.0,0.36179665,SCGB1B2P,-0.038972557,0.9689122699035824,0.9999330512443403,-22.725328,MROH1,0.031418324,0.9749359276075708,0.9997837817405957,0.031344052,TUBGCP5,0.07185258,0.9427192266760598,0.9995853741482472,0.61751467,ZCCHC14,0.18259732,0.8551139790303823,1.0,1.0050367,ST6GALNAC3,0.2621881,0.7931764197448313,0.999135589150443,2.3693283,FAM173B,-0.03559092,0.971608548576601,0.9978872631048302,-24.508095
5456,MEX3C,0.025499515,0.979656535436475,0.9999741090652634,-0.17856856,ZNF587,-0.015251224,0.9878317559446123,1.0,-0.15360348,CASC5,-0.038972557,0.9689122699035824,0.9999330512443403,-22.090492,ASXL1,0.03137789,0.9749681745089588,0.9997837817405957,0.39128318,NUP188,0.07174486,0.9428049575397639,0.9995853741482472,0.52322865,ACPP,0.18259732,0.8551139790303823,1.0,0.38899034,CADM1,0.2621881,0.7931764197448313,0.999135589150443,1.4319377,CYTL1,-0.03559092,0.971608548576601,0.9978872631048302,-24.94012
5457,ZNF579,0.025267702,0.9798414364873755,0.9999741090652634,1.278806,TTC21B,-0.015284378,0.9878053052977374,1.0,0.040440544,RP11-46A10.5,-0.038972557,0.9689122699035824,0.9999330512443403,-22.287533,MYSM1,0.031256583,0.9750649154583975,0.9997837817405957,0.31855068,NDUFAF6,0.07174486,0.9428049575397639,0.9995853741482472,0.05159688,CAB39L,0.18259732,0.8551139790303823,1.0,1.0230328,AC096772.6,0.2621881,0.7931764197448313,0.999135589150443,2.4119215,RALGPS1,-0.03559092,0.971608548576601,0.9978872631048302,-24.720743
5458,KCNK7,0.025267702,0.9798414364873755,0.9999741090652634,0.8104723,GYS1,-0.015284378,0.9878053052977374,1.0,-0.7904499,CTD-2085J24.4,-0.038972557,0.9689122699035824,0.9999330512443403,-22.003805,ZNF669,0.031094842,0.9751939039613229,0.9997837817405957,0.2168231,ARHGAP12,0.07174486,0.9428049575397639,0.9995853741482472,0.5369626,CXCL10,0.18248929,0.855198762656624,1.0,-0.55804795,LINC00894,0.2621881,0.7931764197448313,0.999135589150443,1.9228762,CYP1B1,-0.03559092,0.971608548576601,0.9978872631048302,-24.664545
5459,DNM3,0.025267702,0.9798414364873755,0.9999741090652634,1.085735,FNIP1,-0.015317533,0.9877788546642664,1.0,-0.00011310808,C19orf44,-0.038972557,0.9689122699035824,0.9999330512443403,-22.823376,OTUD6B,0.03101397,0.9752583984562693,0.9997837817405957,0.28002462,ZFYVE1,0.07174486,0.9428049575397639,0.9995853741482472,0.41215768,TRMT44,0.18248929,0.855198762656624,1.0,0.9649247,SLC9A7,0.2621881,0.7931764197448313,0.999135589150443,1.7339506,CTD-2270L9.4,-0.03559092,0.971608548576601,0.9978872631048302,-24.640709
5460,AC005944.2,0.025267702,0.9798414364873755,0.9999741090652634,1.2837783,PAXIP1-AS2,-0.015350688,0.9877524040442285,1.0,-0.06881381,RP13-317D12.3,-0.038972557,0.9689122699035824,0.9999330512443403,-22.301685,TOP1,0.030771358,0.9754518829099857,0.9997837817405957,0.018877992,ZNF623,0.07142168,0.9430621541024689,0.9995853741482472,0.40614644,ZNF418,0.18248929,0.855198762656624,1.0,1.2104954,LRRC3,0.2621881,0.7931764197448313,0.999135589150443,2.42809,GET4,-0.03559092,0.971608548576601,0.9978872631048302,-24.719152
5461,ANKRD6,0.025267702,0.9798414364873755,0.9999741090652634,1.0961084,ARL5B,-0.015350688,0.9877524040442285,1.0,-0.24082255,TUSC1,-0.038972557,0.9689122699035824,0.9999330512443403,-22.161068,PDE6B,0.030609615,0.9755808733489807,0.9997837817405957,-0.5335379,SPATC1L,0.071313955,0.9431478876106022,0.9995853741482472,0.25212497,PGAM5,0.18248929,0.855198762656624,1.0,1.0457407,RP11-536C5.7,0.2621881,0.7931764197448313,0.999135589150443,2.8207226,PPP6R1,-0.03559092,0.971608548576601,0.9978872631048302,-24.951017
5462,CDK18,0.025216186,0.9798825257572273,0.9999741090652634,1.0525968,MCMBP,-0.015582772,0.9875672500825272,1.0,-0.1629076,SOX13,-0.038972557,0.9689122699035824,0.9999330512443403,-23.910591,BCL2L13,0.030407438,0.9757421122953804,0.9997837817405957,0.13394447,AC006369.2,0.071313955,0.9431478876106022,0.9995853741482472,-0.056665417,FRS3,0.18248929,0.855198762656624,1.0,0.9718194,MCC,0.2621881,0.7931764197448313,0.999135589150443,2.274483,TCP11L1,-0.03559092,0.971608548576601,0.9978872631048302,-24.769688
5463,EML5,0.025216186,0.9798825257572273,0.9999741090652634,1.1198177,ZNF41,-0.015582772,0.9875672500825272,1.0,0.53965724,C9orf24,-0.038972557,0.9689122699035824,0.9999330512443403,-22.132893,LIPT2,0.030367004,0.975774360203821,0.9997837817405957,0.048319727,METAP1,0.071206234,0.9432336217773682,0.9995853741482472,0.60305583,LARP4B,0.18243526,0.8552411550966965,1.0,-0.44240305,ECHDC3,0.2621881,0.7931764197448313,0.999135589150443,2.565429,CELA1,-0.03559092,0.971608548576601,0.9978872631048302,-24.62862
5464,RLN1,0.025164673,0.9799236150804539,0.9999741090652634,0.8431658,RP11-517P14.2,-0.015649082,0.987514349073166,1.0,-0.012970727,AC005932.1,-0.038972557,0.9689122699035824,0.9999330512443403,-22.483149,C3orf62,0.03004352,0.9760323448924244,0.9997837817405957,0.020746512,FAM216A,0.07109851,0.9433193566017772,0.9995853741482472,0.22586319,RXRB,0.18243526,0.8552411550966965,1.0,-0.5519295,CCBL2,0.26185763,0.7934312135666162,0.999135589150443,-0.52007604,TLDC1,-0.03559092,0.971608548576601,0.9978872631048302,-24.260736
5465,CAMSAP2,0.025164673,0.9799236150804539,0.9999741090652634,0.81192374,ZNF69,-0.015649082,0.987514349073166,1.0,-0.7217639,CEBPA-AS1,-0.038972557,0.9689122699035824,0.9999330512443403,-22.101746,INO80C,0.030003084,0.9760645931553446,0.9997837817405957,0.25970715,MRPL45,0.07099078,0.9434050920828393,0.9995853741482472,0.33573472,FKRP,0.18238124,0.8552835479545773,1.0,0.6844343,GPN1,0.26152712,0.7936860294394974,0.999135589150443,-0.7517105,RP11-1100L3.8,-0.03559092,0.971608548576601,0.9978872631048302,-24.831194
5466,RP11-154H23.3,0.025164673,0.9799236150804539,0.9999741090652634,0.70943457,ATP7A,-0.015649082,0.987514349073166,1.0,-0.09202348,RP11-305L7.7,-0.038972557,0.9689122699035824,0.9999330512443403,-22.172382,IL18BP,0.02996265,0.9760968414573878,0.9997837817405957,0.096883304,DHX40,0.07088306,0.9434908282195644,0.9995853741482472,0.104924075,MAPKBP1,0.18238124,0.8552835479545773,1.0,0.9485334,SRCAP,0.2613068,0.7938559189258916,0.999135589150443,-0.03399739,CHAF1B,-0.03559092,0.971608548576601,0.9978872631048302,-24.29694
5467,ARHGAP5-AS1,0.025164673,0.9799236150804539,0.9999741090652634,0.8177779,RP11-1070N10.3,-0.015649082,0.987514349073166,1.0,-0.14495413,RP11-15A1.7,-0.038972557,0.9689122699035824,0.9999330512443403,-22.546658,WAPAL,0.029720036,0.9762903320882849,0.9997837817405957,0.20065945,UIMC1,0.07055988,0.9437480405538191,0.9995853741482472,-0.07605623,EVI5L,0.18238124,0.8552835479545773,1.0,1.4227971,TBRG4,0.2604255,0.794535574607427,0.999135589150443,-0.7769266,RTN1,-0.03559092,0.971608548576601,0.9978872631048302,-24.12478
5468,THAP3,0.025164673,0.9799236150804539,0.9999741090652634,0.09214033,RIC8B,-0.015682237,0.9874878985890564,1.0,0.15564466,SRRM5,-0.038972557,0.9689122699035824,0.9999330512443403,-22.218668,C10orf88,0.029720036,0.9762903320882849,0.9997837817405957,0.0022440387,POLK,0.07034443,0.9439195187034884,0.9995853741482472,0.19605812,IQCH-AS1,0.18238124,0.8552835479545773,1.0,0.44818142,ZRSR2,0.25976452,0.7950454187760818,0.999135589150443,-0.82819027,RP11-637A17.2,-0.03559092,0.971608548576601,0.9978872631048302,-24.485611
5469,RP11-775D22.2,0.025164673,0.9799236150804539,0.9999741090652634,0.60234064,USP45,-0.01571539,0.9874614481186995,1.0,-0.50096864,ZNF284,-0.038972557,0.9689122699035824,0.9999330512443403,-22.344826,SENP5,0.029720036,0.9762903320882849,0.9997837817405957,0.40379205,HSF2,0.07034443,0.9439195187034884,0.9995853741482472,0.39353424,ATP7A,0.18238124,0.8552835479545773,1.0,0.9020325,NPRL2,0.25965437,0.7951304013213265,0.999135589150443,-1.2603483,ZIK1,-0.03559092,0.971608548576601,0.9978872631048302,-24.774837
5470,ZNF805,0.025113158,0.979964704456946,0.9999741090652634,0.5858398,PGAM5,-0.0157817,0.9874085472193601,1.0,-0.42104682,WDR62,-0.038972557,0.9689122699035824,0.9999330512443403,-21.909948,ING1,0.029639166,0.976354829275848,0.9997837817405957,0.24350612,GTDC1,0.0699674,0.9442196117142304,0.9995853741482472,0.67027736,RP11-1391J7.1,0.1822732,0.8553683349232852,1.0,0.85445285,CBFB,0.2595442,0.795215386297474,0.999135589150443,-0.49660856,PFAS,-0.03559092,0.971608548576601,0.9978872631048302,-24.858902
5471,ABCB9,0.025113158,0.979964704456946,0.9999741090652634,0.2607737,SPIN4,-0.0157817,0.9874085472193601,1.0,-0.21912652,RP11-225H22.7,-0.038972557,0.9689122699035824,0.9999330512443403,-22.473017,C7orf49,0.029315682,0.9766128195678501,0.9997837817405957,0.30670938,TCF19,0.06980581,0.9443482254304906,0.9995853741482472,-0.47490832,DKFZP779L1853,0.1822732,0.8553683349232852,1.0,0.7487549,ANAPC4,0.25932387,0.7953853635386299,0.999135589150443,-0.26208138,PKIA,-0.03559092,0.971608548576601,0.9978872631048302,-24.670347
5472,TRIM34,0.025113158,0.979964704456946,0.9999741090652634,0.7227729,ADCK1,-0.0157817,0.9874085472193601,1.0,-0.62875545,C1orf204,-0.038972557,0.9689122699035824,0.9999330512443403,-22.063326,CTC-479C5.12,0.02907307,0.9768063138938874,0.9997837817405957,0.42636693,POC5,0.06980581,0.9443482254304906,0.9995853741482472,0.3564107,TMTC2,0.1822732,0.8553683349232852,1.0,0.13036917,NT5C3B,0.25932387,0.7953853635386299,0.999135589150443,-0.8241095,EXTL3,-0.03559092,0.971608548576601,0.9978872631048302,-24.65615
5473,USP46-AS1,0.025113158,0.979964704456946,0.9999741090652634,0.6156584,LENG8-AS1,-0.0157817,0.9874085472193601,1.0,-0.44776756,CTC-523E23.1,-0.038972557,0.9689122699035824,0.9999330512443403,-22.540358,ZNF268,0.02907307,0.9768063138938874,0.9997837817405957,0.094326615,LRWD1,0.06980581,0.9443482254304906,0.9995853741482472,0.36079594,VDR,0.1822732,0.8553683349232852,1.0,0.34045902,SIRT5,0.25932387,0.7953853635386299,0.999135589150443,0.14857513,RP11-872J21.3,-0.03559092,0.971608548576601,0.9978872631048302,-24.472937
5474,DOCK3,0.025113158,0.979964704456946,0.9999741090652634,0.6357226,AC092295.7,-0.01584801,0.9873556463753803,1.0,-0.79566205,SERPINE1,-0.038972557,0.9689122699035824,0.9999330512443403,-23.139973,RP4-758J18.2,0.029032635,0.9768385630812246,0.9997837817405957,0.21235895,ZFX,0.06948263,0.9446054572118839,0.9995853741482472,-0.07226484,RP11-536K7.3,0.18216515,0.8554531235617913,1.0,0.781442,POLR1E,0.25932387,0.7953853635386299,0.999135589150443,-0.7076599,RP11-649E7.5,-0.03559092,0.971608548576601,0.9978872631048302,-24.560108
