,CD4 T_names,CD4 T_scores,CD4 T_pvals,CD4 T_pvals_adj,CD4 T_logfoldchanges,CD14 Monocytes_names,CD14 Monocytes_scores,CD14 Monocytes_pvals,CD14 Monocytes_pvals_adj,CD14 Monocytes_logfoldchanges,B_names,B_scores,B_pvals,B_pvals_adj,B_logfoldchanges,CD8 T_names,CD8 T_scores,CD8 T_pvals,CD8 T_pvals_adj,CD8 T_logfoldchanges,NK_names,NK_scores,NK_pvals,NK_pvals_adj,NK_logfoldchanges,FCGR3A Monocytes_names,FCGR3A Monocytes_scores,FCGR3A Monocytes_pvals,FCGR3A Monocytes_pvals_adj,FCGR3A Monocytes_logfoldchanges,Dendritic_names,Dendritic_scores,Dendritic_pvals,Dendritic_pvals_adj,Dendritic_logfoldchanges,Megakaryocytes_names,Megakaryocytes_scores,Megakaryocytes_pvals,Megakaryocytes_pvals_adj,Megakaryocytes_logfoldchanges
6392,RP13-131K19.6,-0.021229917,0.9830622496225719,1.0,-0.1738694,EXOSC5,-0.050262727,0.9599130249993066,1.0,0.06439882,SLC35F6,-0.06529713,0.9479374310415845,0.9999330512443403,-0.37840617,ELMO2,-0.0242113,0.980684064585778,1.0,0.20155025,UBP1,0.0055206837,0.9955951540638527,1.0,0.4380713,SYP,0.0998883,0.9204330027409977,1.0,-0.2695465,ZNF667-AS1,0.1849638,0.8532574314755215,0.999135589150443,-0.008989678,ZNF507,-0.054572742,0.9564788536029126,0.9978872631048302,-25.21259
6393,CTD-2545M3.2,-0.021229917,0.9830622496225719,1.0,-0.99731416,BRWD1,-0.050428502,0.9597809238729214,1.0,-0.9011184,SIPA1L1,-0.06533522,0.9479070993303664,0.9999330512443403,0.55631196,RP11-307C12.13,-0.0242113,0.980684064585778,1.0,0.7407073,PFN2,0.0055206837,0.9955951540638527,1.0,0.2848567,AC009120.6,0.0998883,0.9204330027409977,1.0,0.9817134,MROH6,0.1849638,0.8532574314755215,0.999135589150443,0.050641827,PAXIP1-AS2,-0.054572742,0.9564788536029126,0.9978872631048302,-25.073565
6394,LTB4R2-1,-0.021229917,0.9830622496225719,1.0,-1.1015345,TVP23B,-0.05069374,0.9595695643692109,1.0,-0.47637588,ZCCHC2,-0.06533522,0.9479070993303664,0.9999330512443403,0.017383175,DNLZ,-0.0242113,0.980684064585778,1.0,0.0990038,AIDA,0.0054676,0.9956375079275976,1.0,0.043116163,NEURL4,0.0998883,0.9204330027409977,1.0,1.3253393,ZBED4,0.1849638,0.8532574314755215,0.999135589150443,0.041293982,C11orf74,-0.054572742,0.9564788536029126,0.9978872631048302,-25.2191
6395,UXT-AS1,-0.021229917,0.9830622496225719,1.0,-1.0236835,MRPS14,-0.05082636,0.9594638856821444,1.0,-0.022459567,GTPBP1,-0.06537332,0.947876767694645,0.9999330512443403,0.2935403,RP11-179B2.2,-0.0242113,0.980684064585778,1.0,0.10955654,RUSC1,0.005149099,0.9958916313640378,1.0,0.42930055,TNK2-AS1,0.0998883,0.9204330027409977,1.0,0.549122,LSM12,0.1849638,0.8532574314755215,0.999135589150443,0.13708887,SSH1,-0.054572742,0.9564788536029126,0.9978872631048302,-25.475262
6396,SORBS1,-0.021229917,0.9830622496225719,1.0,-0.9470751,CCDC28A,-0.050992135,0.9593317883252437,1.0,-0.113902226,ASPSCR1,-0.065716185,0.9476037863777279,0.9999330512443403,-0.047437765,C14orf93,-0.024251856,0.9806517159225078,1.0,0.339102,RCOR1,0.0050960155,0.9959339853113257,1.0,0.41399196,SHROOM1,0.0998883,0.9204330027409977,1.0,0.6120033,DTX3,0.1849638,0.8532574314755215,0.999135589150443,-0.1898724,RP11-488C13.5,-0.054572742,0.9564788536029126,0.9978872631048302,-26.337776
6397,BTBD19,-0.021229917,0.9830622496225719,1.0,-0.77986205,USP19,-0.051124755,0.9592261112435287,1.0,-0.7747649,SZT2,-0.065792374,0.9475431246970158,0.9999330512443403,0.40146706,GALC,-0.02429241,0.9806193672910535,1.0,0.3603628,AREL1,0.004989849,0.9960186932401544,1.0,0.1662982,DUOX1,0.0998883,0.9204330027409977,1.0,0.78776205,SLC16A1,0.1849638,0.8532574314755215,0.999135589150443,0.3924033,MARC1,-0.054572742,0.9564788536029126,0.9978872631048302,-25.441465
6398,FAM106A,-0.021229917,0.9830622496225719,1.0,-0.9694416,TUBB2A,-0.051555768,0.9588826656858986,1.0,-0.06879985,ANAPC1,-0.065792374,0.9475431246970158,0.9999330512443403,0.11102488,PALLD,-0.02429241,0.9806193672910535,1.0,0.016339846,SLC37A4,0.004883682,0.9961034012138577,1.0,0.22208518,TMEM9B-AS1,0.0998883,0.9204330027409977,1.0,1.4815574,ARID4A,0.1849638,0.8532574314755215,0.999135589150443,-1.4458524,AC027307.3,-0.054572742,0.9564788536029126,0.9978872631048302,-25.116419
6399,MYO1B,-0.021229917,0.9830622496225719,1.0,-0.7962217,PIK3CG,-0.052384637,0.958222214964722,1.0,-0.63875866,GCN1L1,-0.06594476,0.9474218022482123,0.9999330512443403,-0.35403052,GCSH,-0.02429241,0.9806193672910535,1.0,-0.096612014,RP5-882C2.2,0.004777515,0.9961881092314808,1.0,0.27661663,CTD-2630F21.1,0.0998883,0.9204330027409977,1.0,0.593647,TP53I3,0.1849638,0.8532574314755215,0.999135589150443,0.4101145,RP11-383J24.6,-0.054572742,0.9564788536029126,0.9978872631048302,-25.239851
6400,UPK2,-0.021229917,0.9830622496225719,1.0,-0.7622314,UTP23,-0.052417792,0.9581957975293284,1.0,-0.42874834,MRPL38,-0.065982856,0.9473914718263964,0.9999330512443403,-0.13015023,PAXBP1-AS1,-0.02429241,0.9806193672910535,1.0,0.19895713,SYNE3,0.004777515,0.9961881092314808,1.0,0.3213213,RDH10,0.0998883,0.9204330027409977,1.0,0.6228236,VKORC1L1,0.1849638,0.8532574314755215,0.999135589150443,0.370779,NOL6,-0.054572742,0.9564788536029126,0.9978872631048302,-24.990664
6401,ZNF709,-0.021229917,0.9830622496225719,1.0,-0.5845049,GPR137B,-0.052616723,0.958037293882109,1.0,-0.047655515,MED16,-0.06602096,0.9473611414808222,0.9999330512443403,0.28049576,KLHL26,-0.02429241,0.9806193672910535,1.0,-0.022545418,EVA1C,0.0045651807,0.9963575253946679,1.0,0.1984641,RP11-761I4.3,0.0998883,0.9204330027409977,1.0,0.66355556,PFKFB4,0.18474346,0.8534302482849249,0.999135589150443,0.51230216,KCNG1,-0.054572742,0.9564788536029126,0.9978872631048302,-26.9295
6402,WDR11-AS1,-0.021229917,0.9830622496225719,1.0,-1.5704492,KLHDC7B,-0.052716184,0.9579580426802512,1.0,-0.43808368,FAM73A,-0.06602096,0.9473611414808222,0.9999330512443403,-0.05094519,IGFBP6,-0.02429241,0.9806193672910535,1.0,0.012017173,PTPN23,0.0045651807,0.9963575253946679,1.0,0.20124373,DOK6,0.0998883,0.9204330027409977,1.0,0.98917425,FBXO31,0.18474346,0.8534302482849249,0.999135589150443,0.15367743,RP11-849H4.2,-0.054572742,0.9564788536029126,0.9978872631048302,-24.916264
6403,MOK,-0.021229917,0.9830622496225719,1.0,-0.07300661,ZNF34,-0.05288196,0.9578259582676384,1.0,0.34839764,TRIM39,-0.06602096,0.9473611414808222,0.9999330512443403,0.18536264,STRADB,-0.024332965,0.9805870186914684,1.0,0.08742227,TTL,0.0044590137,0.9964422335383222,1.0,0.22981133,CYTH3,0.0998883,0.9204330027409977,1.0,0.48354885,CLEC4G,0.18474346,0.8534302482849249,0.999135589150443,0.026343869,KIF13A,-0.054572742,0.9564788536029126,0.9978872631048302,-25.2722
6404,FKBP9,-0.021229917,0.9830622496225719,1.0,-1.3436109,ITPR1,-0.05308089,0.9576674585012602,1.0,0.23415872,AGO1,-0.066173345,0.9472398208618181,0.9999330512443403,0.3113239,ALDH1B1,-0.024332965,0.9805870186914684,1.0,0.24284731,EFTUD1,0.0044590137,0.9964422335383222,1.0,0.31262654,RP11-160O5.1,0.0998883,0.9204330027409977,1.0,0.89516336,ZNF816,0.18474346,0.8534302482849249,0.999135589150443,0.1420641,ALDH5A1,-0.054572742,0.9564788536029126,0.9978872631048302,-25.391119
6405,CTC-209H22.3,-0.021229917,0.9830622496225719,1.0,-1.1463592,NUP155,-0.053147197,0.9576146256174124,1.0,0.8298766,LDOC1,-0.06636383,0.9470881718087595,0.9999330512443403,0.19671886,PPM1L,-0.024332965,0.9805870186914684,1.0,0.14623468,TSC2,0.0043528466,0.9965269417220773,1.0,0.028853873,TLDC2,0.0998883,0.9204330027409977,1.0,1.3684443,ATAD2,0.18474346,0.8534302482849249,0.999135589150443,0.08593952,RP11-124N14.3,-0.054572742,0.9564788536029126,0.9978872631048302,-25.160213
6406,LINC01119,-0.021229917,0.9830622496225719,1.0,-0.50016767,C9orf64,-0.053346127,0.9574561280839471,1.0,0.21431057,CARKD,-0.06640192,0.9470578422280123,0.9999330512443403,0.20457424,BYSL,-0.024332965,0.9805870186914684,1.0,0.4469867,HSF1,0.0043528466,0.9965269417220773,1.0,0.19219723,RP4-647C14.3,0.0998883,0.9204330027409977,1.0,0.7746972,NEXN,0.18474346,0.8534302482849249,0.999135589150443,-0.017106311,FCRLB,-0.054572742,0.9564788536029126,0.9978872631048302,-25.493258
6407,MTFR2,-0.021229917,0.9830622496225719,1.0,-0.6125835,CREBZF,-0.053445593,0.9573768799475665,1.0,-0.6906795,TPK1,-0.066440016,0.9470275127239887,0.9999330512443403,0.74257207,NAV1,-0.02437352,0.9805546701238056,1.0,0.30520716,PGAP3,0.0043528466,0.9965269417220773,1.0,0.108090185,AC008443.1,0.0998883,0.9204330027409977,1.0,0.7285856,CRAMP1L,0.18474346,0.8534302482849249,0.999135589150443,0.15502898,DFFB,-0.054572742,0.9564788536029126,0.9978872631048302,-25.16221
6408,TMEM200B,-0.021229917,0.9830622496225719,1.0,-0.5144896,EIF3H,-0.053445593,0.9573768799475665,1.0,1.3066341,ORAOV1,-0.066782884,0.9467545506475755,0.9999330512443403,0.7916233,ANKEF1,-0.02437352,0.9805546701238056,1.0,-0.38824308,UTP15,0.0036096778,0.9971199000509872,1.0,0.9152508,RP11-472N13.3,0.0998883,0.9204330027409977,1.0,0.9186837,IRF2BP1,0.18474346,0.8534302482849249,0.999135589150443,0.1841254,ABCD1,-0.054572742,0.9564788536029126,0.9978872631048302,-25.30471
6409,RP11-511I2.2,-0.021229917,0.9830622496225719,1.0,-0.592861,POP4,-0.053545058,0.9572976322324631,1.0,0.104211785,DNAJC7,-0.06693527,0.9466332361734817,0.9999330512443403,0.011027795,CCT6B,-0.02437352,0.9805546701238056,1.0,0.0038110947,INTS6,0.0035565943,0.9971622542820842,1.0,0.042750683,AC004069.2,0.0998883,0.9204330027409977,1.0,0.61686677,TLR8,0.18474346,0.8534302482849249,0.999135589150443,0.33703634,KPTN,-0.054572742,0.9564788536029126,0.9978872631048302,-24.972204
6410,TIMD4,-0.021229917,0.9830622496225719,1.0,-0.46371123,SNX19,-0.053810295,0.9570863070577099,1.0,-0.23701733,ASCC1,-0.067392424,0.9462693001867926,0.9999330512443403,-0.20519206,AL591479.1,-0.02437352,0.9805546701238056,1.0,-0.08353321,AAED1,0.003397344,0.9972893170228758,1.0,0.40479168,DYNLL1-AS1,0.0998883,0.9204330027409977,1.0,0.93642056,DHX32,0.18474346,0.8534302482849249,0.999135589150443,0.039477486,TMEM143,-0.054572742,0.9564788536029126,0.9978872631048302,-25.222212
6411,RP1-265C24.8,-0.021229917,0.9830622496225719,1.0,-0.6586271,ZNF330,-0.054075535,0.9568749848990887,1.0,-0.2613719,NFS1,-0.067621,0.9460873363933204,0.9999330512443403,0.14227833,HYAL3,-0.02437352,0.9805546701238056,1.0,-0.036522508,APOM,0.003397344,0.9972893170228758,1.0,-0.14768502,PTPN13,0.0998883,0.9204330027409977,1.0,0.96865994,RP11-102N12.3,0.18474346,0.8534302482849249,0.999135589150443,-0.1394405,NUP133,-0.054572742,0.9564788536029126,0.9978872631048302,-24.972113
6412,RP11-417F21.1,-0.021229917,0.9830622496225719,1.0,-0.25091812,TLR1,-0.054407082,0.9566108364648306,1.0,-0.038111743,CCDC90B,-0.06773529,0.9459963555506931,0.9999330512443403,0.16606623,RP11-326C3.15,-0.02437352,0.9805546701238056,1.0,0.025227467,CCAR1,0.003397344,0.9972893170228758,1.0,0.27048838,SMCR8,0.0998883,0.9204330027409977,1.0,1.1895572,JAK3,0.18463331,0.8535166593280504,0.999135589150443,-0.9626351,XYLT1,-0.054572742,0.9564788536029126,0.9978872631048302,-24.95874
6413,ZSCAN31,-0.021229917,0.9830622496225719,1.0,-0.3750584,KCTD10,-0.054606013,0.9564523496895361,1.0,-0.5012816,NLRP2,-0.06792577,0.9458447223787122,0.9999330512443403,0.14068714,TNFSF13,-0.02437352,0.9805546701238056,1.0,-0.018302029,UBE2Z,0.003397344,0.9972893170228758,1.0,0.16746525,RP4-803J11.2,0.0998883,0.9204330027409977,1.0,0.6791771,TMC6,0.18463331,0.8535166593280504,0.999135589150443,1.6053725,SLC25A16,-0.054572742,0.9564788536029126,0.9978872631048302,-25.200605
6414,CTRL,-0.021281445,0.9830211447764745,1.0,-1.8208252,EIF4ENIF1,-0.054606013,0.9564523496895361,1.0,0.42461753,TMEM255B,-0.06792577,0.9458447223787122,0.9999330512443403,-0.35431483,RP11-50E11.3,-0.02437352,0.9805546701238056,1.0,-0.17505616,GPS1,0.0031319263,0.9975010884087031,1.0,0.19057605,RP11-553K8.2,0.0998883,0.9204330027409977,1.0,0.48205554,KANSL1,0.18419266,0.8538623210664111,0.999135589150443,-0.8559096,KDELC2,-0.054572742,0.9564788536029126,0.9978872631048302,-25.224648
6415,RP11-624C23.1,-0.021281445,0.9830211447764745,1.0,-1.1097031,FCHO1,-0.05473863,0.9563466927953915,1.0,-0.14479856,ALCAM,-0.06792577,0.9458447223787122,0.9999330512443403,0.69905466,SSH3,-0.02437352,0.9805546701238056,1.0,0.08956543,ATG5,0.0030257592,0.9975857970131603,1.0,0.19933715,RP11-342K6.1,0.0998883,0.9204330027409977,1.0,1.025445,SH2B3,0.18397233,0.8540351624609231,0.999135589150443,0.36142942,SAMD10,-0.054572742,0.9564788536029126,0.9978872631048302,-25.225603
6416,CTC-518P12.6,-0.021281445,0.9830211447764745,1.0,-0.80709285,BTBD9,-0.05480494,0.9562938646358297,1.0,-0.023224363,CDC14B,-0.06792577,0.9458447223787122,0.9999330512443403,1.0642891,JHDM1D-AS1,-0.024414076,0.9805223215881181,1.0,0.32906896,FXYD2,0.002866509,0.9977128599705692,1.0,-0.26942977,AC079807.2,0.0998883,0.9204330027409977,1.0,1.056328,REXO2,0.18386216,0.8541215857859659,0.999135589150443,-1.3712064,PTPN4,-0.05493778,0.9561880340386276,0.9978872631048302,-2.550714
6417,RP11-505P4.6,-0.021281445,0.9830211447764745,1.0,-1.1876812,PPM1L,-0.05487125,0.95624103666825,1.0,0.23408858,PAPD7,-0.06792577,0.9458447223787122,0.9999330512443403,0.077642694,C8orf44,-0.024414076,0.9805223215881181,1.0,-0.45760366,RP5-886K2.3,0.0027603419,0.9977975686412649,1.0,-0.20252194,ITGA10,0.0998883,0.9204330027409977,1.0,1.0857666,REXO1,0.18353167,0.8543808662600807,0.999135589150443,1.3978295,HSBP1,-0.05548533,0.9557518156394605,0.9978872631048302,-0.50421715
6418,RP11-863K10.7,-0.021281445,0.9830211447764745,1.0,-1.3300511,ZNF260,-0.05493756,0.9561882088928843,1.0,0.41238675,KIAA1958,-0.06792577,0.9458447223787122,0.9999330512443403,-0.14445223,CEP152,-0.024414076,0.9805223215881181,1.0,0.110374026,FAM76B,0.0026541748,0.997882277336785,1.0,1.5416574,RHOD,0.0998883,0.9204330027409977,1.0,1.2893817,BRD7,0.18276054,0.8549859151470284,0.999135589150443,-0.44870642,ARL6IP6,-0.05639792,0.9550248144888088,0.9978872631048302,-0.38791308
6419,AQP10,-0.021281445,0.9830211447764745,1.0,-1.2790868,NFYC-AS1,-0.05500387,0.956135381309964,1.0,-0.20200041,HDX,-0.06792577,0.9458447223787122,0.9999330512443403,0.05294944,KLHDC1,-0.024454629,0.9804899730844595,1.0,-0.34951594,KB-1507C5.2,0.0023887574,0.9980940491779267,1.0,0.78174937,CCDC13,0.0998883,0.9204330027409977,1.0,1.2630347,CRLF3,0.18265037,0.8550723576718968,0.999135589150443,-0.6344638,ZFY,-0.056945473,0.9545886317196483,0.9978872631048302,-25.44563
6420,RP11-336K24.12,-0.021281445,0.9830211447764745,1.0,-1.5653825,STRADA,-0.05507018,0.9560825539197209,1.0,0.35280532,HIATL2,-0.06800196,0.9457840696589482,0.9999330512443403,-0.43056583,SPSB1,-0.024454629,0.9804899730844595,1.0,-0.14287168,ERAL1,0.0023887574,0.9980940491779267,1.0,0.19255216,CLIP2,0.0998883,0.9204330027409977,1.0,0.3297105,TEP1,0.18265037,0.8550723576718968,0.999135589150443,1.2755874,SMURF2,-0.056945473,0.9545886317196483,0.9978872631048302,-25.233294
6421,PRKRIR,-0.021281445,0.9830211447764745,1.0,-0.0314934,ZNF669,-0.055136487,0.9560297267223864,1.0,-0.29753646,WDR47,-0.06800196,0.9457840696589482,0.9999330512443403,-0.3671445,CTC-428H11.2,-0.024454629,0.9804899730844595,1.0,-0.18333367,RP11-755B10.4,0.0023887574,0.9980940491779267,1.0,0.6003852,POLN,0.0998883,0.9204330027409977,1.0,0.9441507,MORN2,0.18176907,0.8557639604024581,0.999135589150443,0.7692756,PDGFD,-0.056945473,0.9545886317196483,0.9978872631048302,-25.525003
6422,C7orf25,-0.021281445,0.9830211447764745,1.0,-1.0648937,C12orf61,-0.055202797,0.9559768997181921,1.0,0.065199986,STXBP5,-0.06800196,0.9457840696589482,0.9999330512443403,-0.3743476,GK5,-0.024454629,0.9804899730844595,1.0,-0.23540333,RHOBTB2,0.0023887574,0.9980940491779267,1.0,0.74485373,UACA,0.0998883,0.9204330027409977,1.0,1.240088,DNASE1,0.18176907,0.8557639604024581,0.999135589150443,1.1567947,MRM1,-0.056945473,0.9545886317196483,0.9978872631048302,-26.327972
6423,WDR65,-0.021281445,0.9830211447764745,1.0,-1.6401986,FANCE,-0.055202797,0.9559768997181921,1.0,0.5572031,ADAMTS10,-0.06800196,0.9457840696589482,0.9999330512443403,-0.22953948,RP11-1191J2.5,-0.024454629,0.9804899730844595,1.0,-0.053490918,ZNF275,0.0023887574,0.9980940491779267,1.0,0.8412291,TMEM86A,0.0998883,0.9204330027409977,1.0,0.99547523,ADAMTSL4,0.18143858,0.8560233400197942,0.999135589150443,1.9466643,ZNF169,-0.056945473,0.9545886317196483,0.9978872631048302,-25.338915
6424,TMCC1-AS1,-0.021281445,0.9830211447764745,1.0,-1.7564316,RP11-875O11.1,-0.055202797,0.9559768997181921,1.0,-0.34066918,BBS1,-0.06800196,0.9457840696589482,0.9999330512443403,-0.21569014,CLCC1,-0.024495184,0.9804576246128826,1.0,0.22468962,DPH1,0.0023887574,0.9980940491779267,1.0,1.0438792,RP11-294J22.6,0.0998883,0.9204330027409977,1.0,0.41360703,NDST2,0.18132842,0.8561098033499869,0.999135589150443,0.4636323,FAM206A,-0.056945473,0.9545886317196483,0.9978872631048302,-25.280146
6425,ALPL,-0.021281445,0.9830211447764745,1.0,-1.0912575,RP5-1125A11.1,-0.055202797,0.9559768997181921,1.0,-0.10597006,ATXN7L2,-0.06800196,0.9457840696589482,0.9999330512443403,-0.3199509,ARSB,-0.024495184,0.9804576246128826,1.0,0.30716193,FOXP4,0.0022825904,0.9981787579528135,1.0,0.6257818,RP11-424N24.2,0.0998883,0.9204330027409977,1.0,0.38323137,CCDC9,0.18132842,0.8561098033499869,0.999135589150443,0.59976614,TSTD2,-0.056945473,0.9545886317196483,0.9978872631048302,-25.34861
6426,FOXD2-AS1,-0.021281445,0.9830211447764745,1.0,-0.8098507,CEP97,-0.055202797,0.9559768997181921,1.0,-0.24327746,G6PC3,-0.06807816,0.9457234172534404,0.9999330512443403,0.63282263,MRPL19,-0.02453574,0.9804252761734407,1.0,1.9630872,BRF1,0.0022825904,0.9981787579528135,1.0,-0.35489523,AATK,0.0998883,0.9204330027409977,1.0,1.071476,SLC7A7,0.18132842,0.8561098033499869,0.999135589150443,-0.82722425,RP11-169D4.2,-0.056945473,0.9545886317196483,0.9978872631048302,-25.62097
6427,RBFOX2,-0.021281445,0.9830211447764745,1.0,-0.90939915,CAPRIN2,-0.055269107,0.9559240729073696,1.0,-0.38257387,C17orf67,-0.06807816,0.9457234172534404,0.9999330512443403,-0.545784,RP11-319G6.1,-0.02453574,0.9804252761734407,1.0,-0.30014622,ZNF674-AS1,0.0022825904,0.9981787579528135,1.0,0.6548773,DZANK1,0.0998883,0.9204330027409977,1.0,1.3064952,XPR1,0.18132842,0.8561098033499869,0.999135589150443,0.6091081,NMUR1,-0.056945473,0.9545886317196483,0.9978872631048302,-25.333172
6428,C5,-0.021281445,0.9830211447764745,1.0,-1.2046756,MAP6D1,-0.055269107,0.9559240729073696,1.0,0.08498384,ZHX1-C8ORF76,-0.06807816,0.9457234172534404,0.9999330512443403,-0.6032673,PAGR1,-0.02453574,0.9804252761734407,1.0,-0.14573316,RP11-553L6.2,0.0022825904,0.9981787579528135,1.0,0.54934543,VSIG8,0.0998883,0.9204330027409977,1.0,1.7248275,ZNF263,0.18088776,0.8564556739324325,0.999135589150443,8.378496,PDE9A,-0.056945473,0.9545886317196483,0.9978872631048302,-25.124931
6429,ZNF578,-0.021281445,0.9830211447764745,1.0,-0.8757462,RP11-309G3.3,-0.055269107,0.9559240729073696,1.0,-0.5619471,KIAA1377,-0.06807816,0.9457234172534404,0.9999330512443403,-0.6761012,RP11-10L12.4,-0.02453574,0.9804252761734407,1.0,-0.39278862,IGFBP4,0.0022825904,0.9981787579528135,1.0,0.43762082,A2M,0.0998883,0.9204330027409977,1.0,1.3190755,TMEM53,0.18088776,0.8564556739324325,0.999135589150443,0.121512026,ZNF837,-0.056945473,0.9545886317196483,0.9978872631048302,-25.345675
6430,SPIRE1,-0.021281445,0.9830211447764745,1.0,-0.9001428,TCL1B,-0.055269107,0.9559240729073696,1.0,0.07766452,URB2,-0.06807816,0.9457234172534404,0.9999330512443403,-1.168846,BRPF3,-0.02453574,0.9804252761734407,1.0,-0.112722225,ZSCAN5A,0.0022825904,0.9981787579528135,1.0,1.490553,TSSK6,0.0998883,0.9204330027409977,1.0,0.7578483,KIAA1586,0.18088776,0.8564556739324325,0.999135589150443,0.07684725,ITGB3BP,-0.056945473,0.9545886317196483,0.9978872631048302,-25.485249
6431,NUP62CL,-0.021281445,0.9830211447764745,1.0,-1.4048756,LINC00663,-0.055269107,0.9559240729073696,1.0,-0.50417894,FKBP1B,-0.06807816,0.9457234172534404,0.9999330512443403,-0.36690146,NPIPB4,-0.02453574,0.9804252761734407,1.0,-0.3181179,P2RY11,0.0022825904,0.9981787579528135,1.0,0.5307415,MIR146A,0.0998883,0.9204330027409977,1.0,0.5057308,IBA57,0.18066743,0.8566286195664508,0.999135589150443,-0.10547486,MPZL3,-0.056945473,0.9545886317196483,0.9978872631048302,-25.261986
6432,CTC-444N24.6,-0.021281445,0.9830211447764745,1.0,-1.9879478,SMPD3,-0.055269107,0.9559240729073696,1.0,-0.4112967,AL592284.1,-0.06807816,0.9457234172534404,0.9999330512443403,-0.6773995,IKBKG,-0.02453574,0.9804252761734407,1.0,-0.19561502,STK35,0.0022825904,0.9981787579528135,1.0,0.78975964,FAM218A,0.0998883,0.9204330027409977,1.0,1.4939461,GMEB2,0.18066743,0.8566286195664508,0.999135589150443,0.0037601488,PRICKLE4,-0.056945473,0.9545886317196483,0.9978872631048302,-25.401066
6433,MEG3,-0.021281445,0.9830211447764745,1.0,-2.4489307,RP11-22P6.2,-0.055269107,0.9559240729073696,1.0,-0.5219195,USP44,-0.06807816,0.9457234172534404,0.9999330512443403,-0.5559654,SRR,-0.024576295,0.9803929277661868,1.0,0.20969984,CEP72,0.0022825904,0.9981787579528135,1.0,0.57554096,RP11-327F22.2,0.0998883,0.9204330027409977,1.0,0.3789296,NCAPD3,0.18066743,0.8566286195664508,0.999135589150443,0.10825395,RP11-119B16.2,-0.056945473,0.9545886317196483,0.9978872631048302,-25.407822
6434,MAP3K14-AS1,-0.021281445,0.9830211447764745,1.0,-1.2130631,ZNF484,-0.055335417,0.9558712462901504,1.0,-0.547779,ZNF527,-0.06807816,0.9457234172534404,0.9999330512443403,-0.46948647,TBC1D8,-0.024616849,0.9803605793911744,1.0,0.060654607,ZNF654,0.0021764233,0.9982634667482284,1.0,0.608746,KDM4D,0.0998883,0.9204330027409977,1.0,1.2716883,NIPAL2,0.18066743,0.8566286195664508,0.999135589150443,0.20932783,UBN2,-0.056945473,0.9545886317196483,0.9978872631048302,-25.37838
6435,C22orf43,-0.021281445,0.9830211447764745,1.0,-1.1519196,NAA60,-0.055335417,0.9558712462901504,1.0,-0.74573225,C8orf88,-0.06807816,0.9457234172534404,0.9999330512443403,-0.26431137,CDK3,-0.024616849,0.9803605793911744,1.0,-0.48088512,SEC14L2,0.0021764233,0.9982634667482284,1.0,0.2642743,YOD1,0.0998883,0.9204330027409977,1.0,0.94495624,MICAL2,0.18066743,0.8566286195664508,0.999135589150443,0.6674624,ACPL2,-0.056945473,0.9545886317196483,0.9978872631048302,-25.348743
6436,SLC27A2,-0.021281445,0.9830211447764745,1.0,-2.2187293,RP13-516M14.1,-0.055335417,0.9558712462901504,1.0,-0.6504811,NCEH1,-0.06807816,0.9457234172534404,0.9999330512443403,-0.6022606,GZF1,-0.024616849,0.9803605793911744,1.0,0.030060422,AC005076.5,0.0021764233,0.9982634667482284,1.0,0.38713488,C1orf51,0.0998883,0.9204330027409977,1.0,1.0309339,AL645728.1,0.18066743,0.8566286195664508,0.999135589150443,-0.2681647,DIRC2,-0.056945473,0.9545886317196483,0.9978872631048302,-25.445932
6437,SLC38A9,-0.021281445,0.9830211447764745,1.0,-0.08752683,TCAIM,-0.055335417,0.9558712462901504,1.0,-0.19167355,DHFRL1,-0.06815435,0.9456627651625394,0.9999330512443403,-0.5982157,CDK14,-0.024616849,0.9803605793911744,1.0,-0.232503,FAM169A,0.0021764233,0.9982634667482284,1.0,0.27123687,ACACB,0.0998883,0.9204330027409977,1.0,0.9578003,RP11-554J4.1,0.18066743,0.8566286195664508,0.999135589150443,-0.19174945,CEP70,-0.056945473,0.9545886317196483,0.9978872631048302,-25.076271
6438,RIMS3,-0.021281445,0.9830211447764745,1.0,-1.0761794,AGBL5,-0.055335417,0.9558712462901504,1.0,-0.410335,HIVEP2,-0.06815435,0.9456627651625394,0.9999330512443403,0.029978089,ZNF347,-0.024616849,0.9803605793911744,1.0,-0.21936564,TRIM62,0.0021764233,0.9982634667482284,1.0,0.43099722,GLCE,0.0998883,0.9204330027409977,1.0,0.8603426,FAM189B,0.18066743,0.8566286195664508,0.999135589150443,0.05984641,ARHGAP31,-0.056945473,0.9545886317196483,0.9978872631048302,-25.084513
6439,AC129492.6,-0.021281445,0.9830211447764745,1.0,-1.0395296,ADAT2,-0.055401728,0.9558184198667663,1.0,-1.0361605,TRMT10A,-0.06815435,0.9456627651625394,0.9999330512443403,-0.5357578,GINS3,-0.024616849,0.9803605793911744,1.0,-0.33674803,ZNF575,0.0021764233,0.9982634667482284,1.0,0.49112737,XPO5,0.099186,0.920990585980912,1.0,2.0318518,THOC2,0.18066743,0.8566286195664508,0.999135589150443,-0.89146733,CDC42EP4,-0.056945473,0.9545886317196483,0.9978872631048302,-24.800135
